"region";"måned";"statistikkvariabel";"03616: Hotell og liknande overnattingsbedrifter. Kapasitetsutnytting og pris per rom, etter region, måned og statistikkvariabel"
"0 Hele landet";"1993M08";"Pris per rom (kr)";542
"0 Hele landet";"1993M09";"Kapasitetsutnytting av senger (prosent)";34,3
"0 Hele landet";"1993M09";"Kapasitetsutnytting av rom (prosent)";51,6
"0 Hele landet";"1993M09";"Pris per rom (kr)";572
"0 Hele landet";"1993M10";"Kapasitetsutnytting av senger (prosent)";29,3
"0 Hele landet";"1993M10";"Kapasitetsutnytting av rom (prosent)";45,9
"0 Hele landet";"1993M10";"Pris per rom (kr)";572
"0 Hele landet";"1993M11";"Kapasitetsutnytting av senger (prosent)";28,9
"0 Hele landet";"1993M11";"Kapasitetsutnytting av rom (prosent)";47,5
"0 Hele landet";"1993M11";"Pris per rom (kr)";596
"0 Hele landet";"1993M12";"Kapasitetsutnytting av senger (prosent)";24,6
"0 Hele landet";"1993M12";"Kapasitetsutnytting av rom (prosent)";35
"0 Hele landet";"1993M12";"Pris per rom (kr)";583
"0 Hele landet";"1994M01";"Kapasitetsutnytting av senger (prosent)";30,4
"0 Hele landet";"1994M01";"Kapasitetsutnytting av rom (prosent)";41,3
"0 Hele landet";"1994M01";"Pris per rom (kr)";552
"0 Hele landet";"1994M02";"Kapasitetsutnytting av senger (prosent)";39
"0 Hele landet";"1994M02";"Kapasitetsutnytting av rom (prosent)";48,3
"0 Hele landet";"1994M02";"Pris per rom (kr)";704
"0 Hele landet";"1994M03";"Kapasitetsutnytting av senger (prosent)";38,6
"0 Hele landet";"1994M03";"Kapasitetsutnytting av rom (prosent)";50,6
"0 Hele landet";"1994M03";"Pris per rom (kr)";586
"0 Hele landet";"1994M04";"Kapasitetsutnytting av senger (prosent)";31,7
"0 Hele landet";"1994M04";"Kapasitetsutnytting av rom (prosent)";46,2
"0 Hele landet";"1994M04";"Pris per rom (kr)";572
"0 Hele landet";"1994M05";"Kapasitetsutnytting av senger (prosent)";29,8
"0 Hele landet";"1994M05";"Kapasitetsutnytting av rom (prosent)";43,5
"0 Hele landet";"1994M05";"Pris per rom (kr)";576
"0 Hele landet";"1994M06";"Kapasitetsutnytting av senger (prosent)";49,4
"0 Hele landet";"1994M06";"Kapasitetsutnytting av rom (prosent)";66,5
"0 Hele landet";"1994M06";"Pris per rom (kr)";559
"0 Hele landet";"1994M07";"Kapasitetsutnytting av senger (prosent)";59,1
"0 Hele landet";"1994M07";"Kapasitetsutnytting av rom (prosent)";63,4
"0 Hele landet";"1994M07";"Pris per rom (kr)";507
"0 Hele landet";"1994M08";"Kapasitetsutnytting av senger (prosent)";47,7
"0 Hele landet";"1994M08";"Kapasitetsutnytting av rom (prosent)";60,3
"0 Hele landet";"1994M08";"Pris per rom (kr)";541
"0 Hele landet";"1994M09";"Kapasitetsutnytting av senger (prosent)";34,1
"0 Hele landet";"1994M09";"Kapasitetsutnytting av rom (prosent)";51,1
"0 Hele landet";"1994M09";"Pris per rom (kr)";570
"0 Hele landet";"1994M10";"Kapasitetsutnytting av senger (prosent)";28,2
"0 Hele landet";"1994M10";"Kapasitetsutnytting av rom (prosent)";45,6
"0 Hele landet";"1994M10";"Pris per rom (kr)";586
"0 Hele landet";"1994M11";"Kapasitetsutnytting av senger (prosent)";27,7
"0 Hele landet";"1994M11";"Kapasitetsutnytting av rom (prosent)";46,1
"0 Hele landet";"1994M11";"Pris per rom (kr)";586
"0 Hele landet";"1994M12";"Kapasitetsutnytting av senger (prosent)";24,9
"0 Hele landet";"1994M12";"Kapasitetsutnytting av rom (prosent)";35,5
"0 Hele landet";"1994M12";"Pris per rom (kr)";590
"0 Hele landet";"1995M01";"Kapasitetsutnytting av senger (prosent)";30,4
"0 Hele landet";"1995M01";"Kapasitetsutnytting av rom (prosent)";41
"0 Hele landet";"1995M01";"Pris per rom (kr)";584
"0 Hele landet";"1995M02";"Kapasitetsutnytting av senger (prosent)";40
"0 Hele landet";"1995M02";"Kapasitetsutnytting av rom (prosent)";50,1
"0 Hele landet";"1995M02";"Pris per rom (kr)";604
"0 Hele landet";"1995M03";"Kapasitetsutnytting av senger (prosent)";39,6
"0 Hele landet";"1995M03";"Kapasitetsutnytting av rom (prosent)";53,7
"0 Hele landet";"1995M03";"Pris per rom (kr)";588
"0 Hele landet";"1995M04";"Kapasitetsutnytting av senger (prosent)";31,4
"0 Hele landet";"1995M04";"Kapasitetsutnytting av rom (prosent)";41,3
"0 Hele landet";"1995M04";"Pris per rom (kr)";594
"0 Hele landet";"1995M05";"Kapasitetsutnytting av senger (prosent)";30,2
"0 Hele landet";"1995M05";"Kapasitetsutnytting av rom (prosent)";45,5
"0 Hele landet";"1995M05";"Pris per rom (kr)";591
"0 Hele landet";"1995M06";"Kapasitetsutnytting av senger (prosent)";44,2
"0 Hele landet";"1995M06";"Kapasitetsutnytting av rom (prosent)";59,1
"0 Hele landet";"1995M06";"Pris per rom (kr)";578
"0 Hele landet";"1995M07";"Kapasitetsutnytting av senger (prosent)";57,2
"0 Hele landet";"1995M07";"Kapasitetsutnytting av rom (prosent)";61,5
"0 Hele landet";"1995M07";"Pris per rom (kr)";519
"0 Hele landet";"1995M08";"Kapasitetsutnytting av senger (prosent)";43,7
"0 Hele landet";"1995M08";"Kapasitetsutnytting av rom (prosent)";56,8
"0 Hele landet";"1995M08";"Pris per rom (kr)";559
"0 Hele landet";"1995M09";"Kapasitetsutnytting av senger (prosent)";34,3
"0 Hele landet";"1995M09";"Kapasitetsutnytting av rom (prosent)";51,3
"0 Hele landet";"1995M09";"Pris per rom (kr)";574
"0 Hele landet";"1995M10";"Kapasitetsutnytting av senger (prosent)";28,1
"0 Hele landet";"1995M10";"Kapasitetsutnytting av rom (prosent)";46
"0 Hele landet";"1995M10";"Pris per rom (kr)";592
"0 Hele landet";"1995M11";"Kapasitetsutnytting av senger (prosent)";28
"0 Hele landet";"1995M11";"Kapasitetsutnytting av rom (prosent)";46,8
"0 Hele landet";"1995M11";"Pris per rom (kr)";600
"0 Hele landet";"1995M12";"Kapasitetsutnytting av senger (prosent)";25,4
"0 Hele landet";"1995M12";"Kapasitetsutnytting av rom (prosent)";35
"0 Hele landet";"1995M12";"Pris per rom (kr)";610
"0 Hele landet";"1996M01";"Kapasitetsutnytting av senger (prosent)";29,2
"0 Hele landet";"1996M01";"Kapasitetsutnytting av rom (prosent)";40,2
"0 Hele landet";"1996M01";"Pris per rom (kr)";586
"0 Hele landet";"1996M02";"Kapasitetsutnytting av senger (prosent)";39,6
"0 Hele landet";"1996M02";"Kapasitetsutnytting av rom (prosent)";49
"0 Hele landet";"1996M02";"Pris per rom (kr)";612
"0 Hele landet";"1996M03";"Kapasitetsutnytting av senger (prosent)";39
"0 Hele landet";"1996M03";"Kapasitetsutnytting av rom (prosent)";52,3
"0 Hele landet";"1996M03";"Pris per rom (kr)";601
"0 Hele landet";"1996M04";"Kapasitetsutnytting av senger (prosent)";31,3
"0 Hele landet";"1996M04";"Kapasitetsutnytting av rom (prosent)";43,6
"0 Hele landet";"1996M04";"Pris per rom (kr)";606
"0 Hele landet";"1996M05";"Kapasitetsutnytting av senger (prosent)";29,2
"0 Hele landet";"1996M05";"Kapasitetsutnytting av rom (prosent)";43,8
"0 Hele landet";"1996M05";"Pris per rom (kr)";603
"0 Hele landet";"1996M06";"Kapasitetsutnytting av senger (prosent)";46,5
"0 Hele landet";"1996M06";"Kapasitetsutnytting av rom (prosent)";62,2
"0 Hele landet";"1996M06";"Pris per rom (kr)";596
"0 Hele landet";"1996M07";"Kapasitetsutnytting av senger (prosent)";57,2
"0 Hele landet";"1996M07";"Kapasitetsutnytting av rom (prosent)";60,9
"0 Hele landet";"1996M07";"Pris per rom (kr)";544
"0 Hele landet";"1996M08";"Kapasitetsutnytting av senger (prosent)";45,8
"0 Hele landet";"1996M08";"Kapasitetsutnytting av rom (prosent)";58,3
"0 Hele landet";"1996M08";"Pris per rom (kr)";574
"0 Hele landet";"1996M09";"Kapasitetsutnytting av senger (prosent)";34,1
"0 Hele landet";"1996M09";"Kapasitetsutnytting av rom (prosent)";52,6
"0 Hele landet";"1996M09";"Pris per rom (kr)";598
"0 Hele landet";"1996M10";"Kapasitetsutnytting av senger (prosent)";30,4
"0 Hele landet";"1996M10";"Kapasitetsutnytting av rom (prosent)";49,4
"0 Hele landet";"1996M10";"Pris per rom (kr)";606
"0 Hele landet";"1996M11";"Kapasitetsutnytting av senger (prosent)";30,2
"0 Hele landet";"1996M11";"Kapasitetsutnytting av rom (prosent)";49
"0 Hele landet";"1996M11";"Pris per rom (kr)";606
"0 Hele landet";"1996M12";"Kapasitetsutnytting av senger (prosent)";25,3
"0 Hele landet";"1996M12";"Kapasitetsutnytting av rom (prosent)";36,2
"0 Hele landet";"1996M12";"Pris per rom (kr)";617
"0 Hele landet";"1997M01";"Kapasitetsutnytting av senger (prosent)";29,1
"0 Hele landet";"1997M01";"Kapasitetsutnytting av rom (prosent)";41
"0 Hele landet";"1997M01";"Pris per rom (kr)";597
"0 Hele landet";"1997M02";"Kapasitetsutnytting av senger (prosent)";39,1
"0 Hele landet";"1997M02";"Kapasitetsutnytting av rom (prosent)";49,9
"0 Hele landet";"1997M02";"Pris per rom (kr)";647
"0 Hele landet";"1997M03";"Kapasitetsutnytting av senger (prosent)";39,4
"0 Hele landet";"1997M03";"Kapasitetsutnytting av rom (prosent)";48,6
"0 Hele landet";"1997M03";"Pris per rom (kr)";633
"0 Hele landet";"1997M04";"Kapasitetsutnytting av senger (prosent)";31,7
"0 Hele landet";"1997M04";"Kapasitetsutnytting av rom (prosent)";50,3
"0 Hele landet";"1997M04";"Pris per rom (kr)";616
"0 Hele landet";"1997M05";"Kapasitetsutnytting av senger (prosent)";30,2
"0 Hele landet";"1997M05";"Kapasitetsutnytting av rom (prosent)";45,3
"0 Hele landet";"1997M05";"Pris per rom (kr)";620
"0 Hele landet";"1997M06";"Kapasitetsutnytting av senger (prosent)";45,3
"0 Hele landet";"1997M06";"Kapasitetsutnytting av rom (prosent)";61,7
"0 Hele landet";"1997M06";"Pris per rom (kr)";614
"0 Hele landet";"1997M07";"Kapasitetsutnytting av senger (prosent)";55,2
"0 Hele landet";"1997M07";"Kapasitetsutnytting av rom (prosent)";60,7
"0 Hele landet";"1997M07";"Pris per rom (kr)";558
"0 Hele landet";"1997M08";"Kapasitetsutnytting av senger (prosent)";46,9
"0 Hele landet";"1997M08";"Kapasitetsutnytting av rom (prosent)";59,7
"0 Hele landet";"1997M08";"Pris per rom (kr)";599
"0 Hele landet";"1997M09";"Kapasitetsutnytting av senger (prosent)";35,3
"0 Hele landet";"1997M09";"Kapasitetsutnytting av rom (prosent)";54,3
"0 Hele landet";"1997M09";"Pris per rom (kr)";629
"0 Hele landet";"1997M10";"Kapasitetsutnytting av senger (prosent)";32,3
"0 Hele landet";"1997M10";"Kapasitetsutnytting av rom (prosent)";51,5
"0 Hele landet";"1997M10";"Pris per rom (kr)";632
"0 Hele landet";"1997M11";"Kapasitetsutnytting av senger (prosent)";31,9
"0 Hele landet";"1997M11";"Kapasitetsutnytting av rom (prosent)";51,4
"0 Hele landet";"1997M11";"Pris per rom (kr)";631
"0 Hele landet";"1997M12";"Kapasitetsutnytting av senger (prosent)";26,9
"0 Hele landet";"1997M12";"Kapasitetsutnytting av rom (prosent)";39
"0 Hele landet";"1997M12";"Pris per rom (kr)";657
"0 Hele landet";"1998M01";"Kapasitetsutnytting av senger (prosent)";31
"0 Hele landet";"1998M01";"Kapasitetsutnytting av rom (prosent)";43,6
"0 Hele landet";"1998M01";"Pris per rom (kr)";632
"0 Hele landet";"1998M02";"Kapasitetsutnytting av senger (prosent)";39,6
"0 Hele landet";"1998M02";"Kapasitetsutnytting av rom (prosent)";51,5
"0 Hele landet";"1998M02";"Pris per rom (kr)";654
"0 Hele landet";"1998M03";"Kapasitetsutnytting av senger (prosent)";39,9
"0 Hele landet";"1998M03";"Kapasitetsutnytting av rom (prosent)";56,4
"0 Hele landet";"1998M03";"Pris per rom (kr)";652
"0 Hele landet";"1998M04";"Kapasitetsutnytting av senger (prosent)";32,3
"0 Hele landet";"1998M04";"Kapasitetsutnytting av rom (prosent)";44,4
"0 Hele landet";"1998M04";"Pris per rom (kr)";656
"0 Hele landet";"1998M05";"Kapasitetsutnytting av senger (prosent)";31,9
"0 Hele landet";"1998M05";"Kapasitetsutnytting av rom (prosent)";47,8
"0 Hele landet";"1998M05";"Pris per rom (kr)";651
"0 Hele landet";"1998M06";"Kapasitetsutnytting av senger (prosent)";45,2
"0 Hele landet";"1998M06";"Kapasitetsutnytting av rom (prosent)";62,2
"0 Hele landet";"1998M06";"Pris per rom (kr)";628
"0 Hele landet";"1998M07";"Kapasitetsutnytting av senger (prosent)";58,2
"0 Hele landet";"1998M07";"Kapasitetsutnytting av rom (prosent)";62,7
"0 Hele landet";"1998M07";"Pris per rom (kr)";583
"0 Hele landet";"1998M08";"Kapasitetsutnytting av senger (prosent)";50,2
"0 Hele landet";"1998M08";"Kapasitetsutnytting av rom (prosent)";63,5
"0 Hele landet";"1998M08";"Pris per rom (kr)";620
"0 Hele landet";"1998M09";"Kapasitetsutnytting av senger (prosent)";37,3
"0 Hele landet";"1998M09";"Kapasitetsutnytting av rom (prosent)";57,2
"0 Hele landet";"1998M09";"Pris per rom (kr)";660
"0 Hele landet";"1998M10";"Kapasitetsutnytting av senger (prosent)";34,1
"0 Hele landet";"1998M10";"Kapasitetsutnytting av rom (prosent)";54
"0 Hele landet";"1998M10";"Pris per rom (kr)";664
"0 Hele landet";"1998M11";"Kapasitetsutnytting av senger (prosent)";32,3
"0 Hele landet";"1998M11";"Kapasitetsutnytting av rom (prosent)";53
"0 Hele landet";"1998M11";"Pris per rom (kr)";679
"0 Hele landet";"1998M12";"Kapasitetsutnytting av senger (prosent)";27,7
"0 Hele landet";"1998M12";"Kapasitetsutnytting av rom (prosent)";40
"0 Hele landet";"1998M12";"Pris per rom (kr)";694
"0 Hele landet";"1999M01";"Kapasitetsutnytting av senger (prosent)";30,7
"0 Hele landet";"1999M01";"Kapasitetsutnytting av rom (prosent)";43,7
"0 Hele landet";"1999M01";"Pris per rom (kr)";677
"0 Hele landet";"1999M02";"Kapasitetsutnytting av senger (prosent)";40,9
"0 Hele landet";"1999M02";"Kapasitetsutnytting av rom (prosent)";53,4
"0 Hele landet";"1999M02";"Pris per rom (kr)";705
"0 Hele landet";"1999M03";"Kapasitetsutnytting av senger (prosent)";39,8
"0 Hele landet";"1999M03";"Kapasitetsutnytting av rom (prosent)";52,8
"0 Hele landet";"1999M03";"Pris per rom (kr)";692
"0 Hele landet";"1999M04";"Kapasitetsutnytting av senger (prosent)";33,7
"0 Hele landet";"1999M04";"Kapasitetsutnytting av rom (prosent)";49,4
"0 Hele landet";"1999M04";"Pris per rom (kr)";697
"0 Hele landet";"1999M05";"Kapasitetsutnytting av senger (prosent)";31,2
"0 Hele landet";"1999M05";"Kapasitetsutnytting av rom (prosent)";46,5
"0 Hele landet";"1999M05";"Pris per rom (kr)";690
"0 Hele landet";"1999M06";"Kapasitetsutnytting av senger (prosent)";47,6
"0 Hele landet";"1999M06";"Kapasitetsutnytting av rom (prosent)";65,1
"0 Hele landet";"1999M06";"Pris per rom (kr)";677
"0 Hele landet";"1999M07";"Kapasitetsutnytting av senger (prosent)";58
"0 Hele landet";"1999M07";"Kapasitetsutnytting av rom (prosent)";62,6
"0 Hele landet";"1999M07";"Pris per rom (kr)";602
"0 Hele landet";"1999M08";"Kapasitetsutnytting av senger (prosent)";48,2
"0 Hele landet";"1999M08";"Kapasitetsutnytting av rom (prosent)";60,9
"0 Hele landet";"1999M08";"Pris per rom (kr)";656
"0 Hele landet";"1999M09";"Kapasitetsutnytting av senger (prosent)";36,6
"0 Hele landet";"1999M09";"Kapasitetsutnytting av rom (prosent)";55,8
"0 Hele landet";"1999M09";"Pris per rom (kr)";689
"0 Hele landet";"1999M10";"Kapasitetsutnytting av senger (prosent)";32,1
"0 Hele landet";"1999M10";"Kapasitetsutnytting av rom (prosent)";50,3
"0 Hele landet";"1999M10";"Pris per rom (kr)";689
"0 Hele landet";"1999M11";"Kapasitetsutnytting av senger (prosent)";30,8
"0 Hele landet";"1999M11";"Kapasitetsutnytting av rom (prosent)";50,9
"0 Hele landet";"1999M11";"Pris per rom (kr)";698
"0 Hele landet";"1999M12";"Kapasitetsutnytting av senger (prosent)";27,1
"0 Hele landet";"1999M12";"Kapasitetsutnytting av rom (prosent)";39
"0 Hele landet";"1999M12";"Pris per rom (kr)";721
"0 Hele landet";"2000M01";"Kapasitetsutnytting av senger (prosent)";29,9
"0 Hele landet";"2000M01";"Kapasitetsutnytting av rom (prosent)";42
"0 Hele landet";"2000M01";"Pris per rom (kr)";689
"0 Hele landet";"2000M02";"Kapasitetsutnytting av senger (prosent)";38
"0 Hele landet";"2000M02";"Kapasitetsutnytting av rom (prosent)";50,3
"0 Hele landet";"2000M02";"Pris per rom (kr)";711
"0 Hele landet";"2000M03";"Kapasitetsutnytting av senger (prosent)";39,8
"0 Hele landet";"2000M03";"Kapasitetsutnytting av rom (prosent)";53,9
"0 Hele landet";"2000M03";"Pris per rom (kr)";698
"0 Hele landet";"2000M04";"Kapasitetsutnytting av senger (prosent)";30
"0 Hele landet";"2000M04";"Kapasitetsutnytting av rom (prosent)";41
"0 Hele landet";"2000M04";"Pris per rom (kr)";704
"0 Hele landet";"2000M05";"Kapasitetsutnytting av senger (prosent)";29,4
"0 Hele landet";"2000M05";"Kapasitetsutnytting av rom (prosent)";46
"0 Hele landet";"2000M05";"Pris per rom (kr)";689
"0 Hele landet";"2000M06";"Kapasitetsutnytting av senger (prosent)";44,8
"0 Hele landet";"2000M06";"Kapasitetsutnytting av rom (prosent)";60,4
"0 Hele landet";"2000M06";"Pris per rom (kr)";674
"0 Hele landet";"2000M07";"Kapasitetsutnytting av senger (prosent)";57,1
"0 Hele landet";"2000M07";"Kapasitetsutnytting av rom (prosent)";62,3
"0 Hele landet";"2000M07";"Pris per rom (kr)";612
"0 Hele landet";"2000M08";"Kapasitetsutnytting av senger (prosent)";47,7
"0 Hele landet";"2000M08";"Kapasitetsutnytting av rom (prosent)";60,8
"0 Hele landet";"2000M08";"Pris per rom (kr)";667
"0 Hele landet";"2000M09";"Kapasitetsutnytting av senger (prosent)";36,1
"0 Hele landet";"2000M09";"Kapasitetsutnytting av rom (prosent)";54,3
"0 Hele landet";"2000M09";"Pris per rom (kr)";684
"0 Hele landet";"2000M10";"Kapasitetsutnytting av senger (prosent)";30,7
"0 Hele landet";"2000M10";"Kapasitetsutnytting av rom (prosent)";49
"0 Hele landet";"2000M10";"Pris per rom (kr)";702
"0 Hele landet";"2000M11";"Kapasitetsutnytting av senger (prosent)";30,7
"0 Hele landet";"2000M11";"Kapasitetsutnytting av rom (prosent)";50,2
"0 Hele landet";"2000M11";"Pris per rom (kr)";695
"0 Hele landet";"2000M12";"Kapasitetsutnytting av senger (prosent)";27,2
"0 Hele landet";"2000M12";"Kapasitetsutnytting av rom (prosent)";37,9
"0 Hele landet";"2000M12";"Pris per rom (kr)";718
"0 Hele landet";"2001M01";"Kapasitetsutnytting av senger (prosent)";28,9
"0 Hele landet";"2001M01";"Kapasitetsutnytting av rom (prosent)";42,1
"0 Hele landet";"2001M01";"Pris per rom (kr)";702
"0 Hele landet";"2001M02";"Kapasitetsutnytting av senger (prosent)";38,1
"0 Hele landet";"2001M02";"Kapasitetsutnytting av rom (prosent)";49,4
"0 Hele landet";"2001M02";"Pris per rom (kr)";721
"0 Hele landet";"2001M03";"Kapasitetsutnytting av senger (prosent)";39,7
"0 Hele landet";"2001M03";"Kapasitetsutnytting av rom (prosent)";54,1
"0 Hele landet";"2001M03";"Pris per rom (kr)";709
"0 Hele landet";"2001M04";"Kapasitetsutnytting av senger (prosent)";30,5
"0 Hele landet";"2001M04";"Kapasitetsutnytting av rom (prosent)";41,6
"0 Hele landet";"2001M04";"Pris per rom (kr)";713
"0 Hele landet";"2001M05";"Kapasitetsutnytting av senger (prosent)";29,5
"0 Hele landet";"2001M05";"Kapasitetsutnytting av rom (prosent)";45,8
"0 Hele landet";"2001M05";"Pris per rom (kr)";707
"0 Hele landet";"2001M06";"Kapasitetsutnytting av senger (prosent)";44,1
"0 Hele landet";"2001M06";"Kapasitetsutnytting av rom (prosent)";59,8
"0 Hele landet";"2001M06";"Pris per rom (kr)";675
"0 Hele landet";"2001M07";"Kapasitetsutnytting av senger (prosent)";56,3
"0 Hele landet";"2001M07";"Kapasitetsutnytting av rom (prosent)";60,9
"0 Hele landet";"2001M07";"Pris per rom (kr)";629
"0 Hele landet";"2001M08";"Kapasitetsutnytting av senger (prosent)";46,4
"0 Hele landet";"2001M08";"Kapasitetsutnytting av rom (prosent)";59,1
"0 Hele landet";"2001M08";"Pris per rom (kr)";665
"0 Hele landet";"2001M09";"Kapasitetsutnytting av senger (prosent)";35,2
"0 Hele landet";"2001M09";"Kapasitetsutnytting av rom (prosent)";53,5
"0 Hele landet";"2001M09";"Pris per rom (kr)";691
"0 Hele landet";"2001M10";"Kapasitetsutnytting av senger (prosent)";30,3
"0 Hele landet";"2001M10";"Kapasitetsutnytting av rom (prosent)";48,4
"0 Hele landet";"2001M10";"Pris per rom (kr)";699
"0 Hele landet";"2001M11";"Kapasitetsutnytting av senger (prosent)";30,6
"0 Hele landet";"2001M11";"Kapasitetsutnytting av rom (prosent)";49,9
"0 Hele landet";"2001M11";"Pris per rom (kr)";704
"0 Hele landet";"2001M12";"Kapasitetsutnytting av senger (prosent)";26,5
"0 Hele landet";"2001M12";"Kapasitetsutnytting av rom (prosent)";37
"0 Hele landet";"2001M12";"Pris per rom (kr)";720
"0 Hele landet";"2002M01";"Kapasitetsutnytting av senger (prosent)";28,7
"0 Hele landet";"2002M01";"Kapasitetsutnytting av rom (prosent)";41,9
"0 Hele landet";"2002M01";"Pris per rom (kr)";698
"0 Hele landet";"2002M02";"Kapasitetsutnytting av senger (prosent)";38,4
"0 Hele landet";"2002M02";"Kapasitetsutnytting av rom (prosent)";49,1
"0 Hele landet";"2002M02";"Pris per rom (kr)";725
"0 Hele landet";"2002M03";"Kapasitetsutnytting av senger (prosent)";38,8
"0 Hele landet";"2002M03";"Kapasitetsutnytting av rom (prosent)";48,9
"0 Hele landet";"2002M03";"Pris per rom (kr)";715
"0 Hele landet";"2002M04";"Kapasitetsutnytting av senger (prosent)";30,2
